"NSRNAME","ecosite","nCell","Classification","Upland","Color","ClassordNum","DEPord","ecosite_Area_Stralberg_20112040_CanESM2","ecosite_Area_perc_Stralberg_20112040_CanESM2","ecosite_Area_Stralberg_20112040_CSIRO","ecosite_Area_perc_Stralberg_20112040_CSIRO","ecosite_Area_Stralberg_20112040_HadGEM2","ecosite_Area_perc_Stralberg_20112040_HadGEM2","ecosite_Area_Stralberg_20412070_CanESM2","ecosite_Area_perc_Stralberg_20412070_CanESM2","ecosite_Area_Stralberg_20412070_CSIRO","ecosite_Area_perc_Stralberg_20412070_CSIRO","ecosite_Area_Stralberg_20412070_HadGEM2","ecosite_Area_perc_Stralberg_20412070_HadGEM2","ecosite_Area_Stralberg_20712100_CanESM2","ecosite_Area_perc_Stralberg_20712100_CanESM2","ecosite_Area_Stralberg_20712100_CSIRO","ecosite_Area_perc_Stralberg_20712100_CSIRO","ecosite_Area_Stralberg_20712100_HadGEM2","ecosite_Area_perc_Stralberg_20712100_HadGEM2","ecosite_Area_ab_veg_fm_c_20112040","ecosite_Area_perc_ab_veg_fm_c_20112040","ecosite_Area_ab_veg_fm_c_20112040_CanESM2","ecosite_Area_perc_ab_veg_fm_c_20112040_CanESM2","ecosite_Area_ab_veg_fm_c_20112040_CSIRO","ecosite_Area_perc_ab_veg_fm_c_20112040_CSIRO","ecosite_Area_ab_veg_fm_c_20112040_HadGEM2","ecosite_Area_perc_ab_veg_fm_c_20112040_HadGEM2","ecosite_Area_ab_veg_fm_c_20412070","ecosite_Area_perc_ab_veg_fm_c_20412070","ecosite_Area_ab_veg_fm_c_20412070_CanESM2","ecosite_Area_perc_ab_veg_fm_c_20412070_CanESM2","ecosite_Area_ab_veg_fm_c_20412070_CSIRO","ecosite_Area_perc_ab_veg_fm_c_20412070_CSIRO","ecosite_Area_ab_veg_fm_c_20412070_HadGEM2","ecosite_Area_perc_ab_veg_fm_c_20412070_HadGEM2","ecosite_Area_ab_veg_fm_c_20712100","ecosite_Area_perc_ab_veg_fm_c_20712100","ecosite_Area_ab_veg_fm_c_20712100_CanESM2","ecosite_Area_perc_ab_veg_fm_c_20712100_CanESM2","ecosite_Area_ab_veg_fm_c_20712100_CSIRO","ecosite_Area_perc_ab_veg_fm_c_20712100_CSIRO","ecosite_Area_ab_veg_fm_c_20712100_HadGEM2","ecosite_Area_perc_ab_veg_fm_c_20712100_HadGEM2","ecosite_Area_ab_veg_fm_uc_20112040","ecosite_Area_perc_ab_veg_fm_uc_20112040","ecosite_Area_ab_veg_fm_uc_20112040_CanESM2","ecosite_Area_perc_ab_veg_fm_uc_20112040_CanESM2","ecosite_Area_ab_veg_fm_uc_20112040_CSIRO","ecosite_Area_perc_ab_veg_fm_uc_20112040_CSIRO","ecosite_Area_ab_veg_fm_uc_20112040_HadGEM2","ecosite_Area_perc_ab_veg_fm_uc_20112040_HadGEM2","ecosite_Area_ab_veg_fm_uc_20412070","ecosite_Area_perc_ab_veg_fm_uc_20412070","ecosite_Area_ab_veg_fm_uc_20412070_CanESM2","ecosite_Area_perc_ab_veg_fm_uc_20412070_CanESM2","ecosite_Area_ab_veg_fm_uc_20412070_CSIRO","ecosite_Area_perc_ab_veg_fm_uc_20412070_CSIRO","ecosite_Area_ab_veg_fm_uc_20412070_HadGEM2","ecosite_Area_perc_ab_veg_fm_uc_20412070_HadGEM2","ecosite_Area_ab_veg_fm_uc_20712100","ecosite_Area_perc_ab_veg_fm_uc_20712100","ecosite_Area_ab_veg_fm_uc_20712100_CanESM2","ecosite_Area_perc_ab_veg_fm_uc_20712100_CanESM2","ecosite_Area_ab_veg_fm_uc_20712100_CSIRO","ecosite_Area_perc_ab_veg_fm_uc_20712100_CSIRO","ecosite_Area_ab_veg_fm_uc_20712100_HadGEM2","ecosite_Area_perc_ab_veg_fm_uc_20712100_HadGEM2","ecosite_Area_baseline","ecosite_Area_perc_baseline"
"Central Mixedwood",30,1,"Rich-Hygric Lodgepole Pine",0,"#00B991",30,"30_Rich-Hygric Lodgepole Pine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Mixedwood",31,211,"Rich-Hygric Spruce",0,"#0E995F",31,"31_Rich-Hygric Spruce",195.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,223.02522869021,0,221.02522869021,0,223.02522869021,0,222.02522869021,0,212.904463145736,0,207.519852649275,0,217.904463145736,0,213.904463145736,0,206.399087104801,0,196.399087104801,0,214.904463145736,0,209.399087104801,0,206.904463145736,0,214.02522869021,0,203.904463145736,0,204.399087104801,0,196.399087104801,0,201.02522869021,0,196.399087104801,0,196.399087104801,0,195.399087104801,0,195.399087104801,0,195.399087104801,0,196.399087104801,0,223.02522869021,0
"Central Mixedwood",32,1113,"Rich-Hydric Grass Fen",0,"#9FFFD7",32,"32_Rich-Hydric Grass Fen",1100.35292770407,0.2,1020.64150508186,0.2,1003.66621186836,0.1,2000.53402578151,0.3,1624.23612037553,0.2,2318.46571709654,0.3,2642.91138226604,0.4,3287.96707125632,0.5,2645.91138226604,0.4,969.944590766638,0.1,975.940115947931,0.1,969.944590766638,0.1,970.944590766638,0.1,1096.8739801242,0.2,1141.48823970808,0.2,1007.94459076664,0.2,1295.22499935767,0.2,1467.1021776448,0.2,1728.92501492305,0.3,1425.10199883087,0.2,1589.64158060281,0.2,970.944590766638,0.1,972.944590766638,0.1,971.944590766638,0.1,973.944590766638,0.1,1526.26382208681,0.2,1559.27398509598,0.2,1183.96482273443,0.2,2044.68940423867,0.3,2472.63437166689,0.4,2511.81267031906,0.4,3126.15149003705,0.5,2119.55673209643,0.3,970.944590766638,0.1
"Central Mixedwood",33,64337,"Rich-Hydric Shrub Fen",0,"#2DFFA7",33,"33_Rich-Hydric Shrub Fen",64014.328671509,9.5,64257.2244658438,9.6,64267.1627521213,9.6,63552.6151287123,9.5,64005.7159125875,9.5,62852.0992331128,9.4,62802.7167438898,9.4,62770.3277752619,9.4,62804.7167438898,9.4,64027.5960705388,9.5,64032.3231015518,9.5,64049.1906154505,9.5,63963.6125528622,9.5,63986.2750783968,9.5,63959.1557138148,9.5,64136.0932696271,9.6,63706.2198860157,9.5,63582.3651538207,9.5,63490.6151287123,9.5,63874.3924373868,9.5,63258.2883999325,9.4,64161.5249276101,9.6,64072.2312001433,9.5,64180.333158162,9.6,64107.8791998565,9.6,63781.8242874979,9.5,63718.7305475711,9.5,64203.9464198505,9.6,63096.8593198932,9.4,62866.7358409292,9.4,62849.7358409292,9.4,62861.3468723013,9.4,63062.4565987024,9.4,63887.3873366523,9.5
"Central Mixedwood",34,33292,"Rich-Hydric Black Spruce",0,"#0C5437",34,"34_Rich-Hydric Black Spruce",33117.2210047854,4.9,32989.6069409357,4.9,32950.948822278,4.9,32650.5016666161,4.9,32668.1302474247,4.9,32653.5016666161,4.9,32647.5016666161,4.9,32647.5016666161,4.9,32647.5016666161,4.9,33255.9376517473,5,33252.939923148,5,33231.8670411049,5,33318.2775711952,5,33153.0499100028,4.9,33136.6440962957,4.9,33098.16110813,4.9,33171.3898294507,4.9,32902.7043534922,4.9,32762.0897564994,4.9,32973.1043921517,4.9,32966.1458428906,4.9,33123.729450147,4.9,33216.7127129337,5,33108.729450147,4.9,33160.3751779007,4.9,32862.9381633209,4.9,32919.1441615032,4.9,32883.3796527194,4.9,32770.16670547,4.9,32710.7643499183,4.9,32699.5812815236,4.9,32708.234857838,4.9,32768.1212317156,4.9,33391.5209722774,5
"Central Mixedwood",37,14,"Very Rich-Hydric Marsh",0,"#AEEDFF",37,"37_Very Rich-Hydric Marsh",14,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0
"Central Mixedwood",39,28399,"Lake",0,"#3649F9",39,"39_Lake",27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2,27994.2244219121,4.2
"Central Mixedwood",41,20629,"Agriculture",0,"#AB9F95",41,"41_Agriculture",19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8,19051.636598181,2.8
"Central Mixedwood",42,1113,"Urban",0,"#373737",42,"42_Urban",1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2,1051.96259022708,0.2
"Central Mixedwood",43,1840,"Other Non-Fuel",0,"#ACAC96",43,"43_Other Non-Fuel",1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3,1821.07151083523,0.3
"Central Mixedwood",50,18586,"Medium-Mesic Aspen Boreal Mixedwood",1,"#26FE00",15.5,"15.5_Medium-Mesic Aspen Boreal Mixedwood",17848.8546288848,2.7,48578.4907435475,7.2,30405.8613174045,4.5,9407.41865098788,1.4,8020.44147201561,1.2,6960.61565848449,1,6737.50271301789,1,6737.50271301789,1,6737.50271301789,1,236255.216463093,35.2,224005.865497898,33.4,229116.836093325,34.1,236613.70631312,35.3,210080.534088528,31.3,184976.587278921,27.6,192171.838101286,28.6,200677.868692138,29.9,100830.523644464,15,36207.9652790617,5.4,131972.747734396,19.7,134544.535188737,20.1,181945.091732442,27.1,189789.576624624,28.3,172414.665983365,25.7,145465.435076286,21.7,70183.9189949623,10.5,107626.77112401,16,72686.4660352601,10.8,42396.6244977728,6.3,21107.3272339582,3.1,18456.0994540884,2.8,17714.9356720255,2.6,42702.9556866634,6.4,259866.362521099,38.7
"Central Parkland",1,36,"Poor-Xeric Grassland",1,"#FFF0C6",1,"1_Poor-Xeric Grassland",32.7766228616238,0,32.7766228616238,0,31.7766228616238,0,31.7766228616238,0,32.7766228616238,0,34.7766228616238,0,31.7766228616238,0,18.8543594181538,0,31.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0,32.7766228616238,0
"Central Parkland",2,1,"Poor-Xeric Jack Pine",1,"#FF9E56",2,"2_Poor-Xeric Jack Pine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",3,3,"Poor-Mesic Grassland",1,"#FFE7A6",3,"3_Poor-Mesic Grassland",3,0,1,0,2,0,3,0,10,0,2,0,25,0,31.1242959201336,0,25,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0
"Central Parkland",4,1,"Poor-Mesic Pine",1,"#FFA627",4,"4_Poor-Mesic Pine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",5,1,"Poor-Mesic Black Spruce",1,"#DBE628",5,"5_Poor-Mesic Black Spruce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",6,1,"Poor-Hygric Black Spruce",0,"#A6AE1F",6,"6_Poor-Hygric Black Spruce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",7,1,"Poor-Hydric Black Spruce / Larch",0,"#666B14",7,"7_Poor-Hydric Black Spruce / Larch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",8,1,"Poor-Hydric Shrub",0,"#593E1F",8,"8_Poor-Hydric Shrub",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",9,869,"Medium-Xeric Grassland",1,"#FFFD77",9,"9_Medium-Xeric Grassland",861.763989039697,0.4,866.96602151636,0.4,874.96602151636,0.4,862.96602151636,0.4,835.161499568261,0.4,863.96602151636,0.4,843.96602151636,0.4,833.161499568261,0.4,843.96602151636,0.4,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2,375.682010604069,0.2
"Central Parkland",10,30,"Medium-Xeric Aspen Mix",1,"#FFFB00",10,"10_Medium-Xeric Aspen Mix",30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2,473.165439173579,0.2
"Central Parkland",11,1,"Medium-Xeric Pine",1,"#7D0C0C",11,"11_Medium-Xeric Pine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0
"Central Parkland",12,1,"Medium-Xeric Spruce",1,"#698222",12,"12_Medium-Xeric Spruce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0,18.1185717387125,0
"Central Parkland",13,29914,"Medium-Mesic Grassland",1,"#D5FF95",13,"13_Medium-Mesic Grassland",29487.6360287349,13.7,29486.6360287349,13.7,23955.5356085511,11.2,29487.6360287349,13.7,29487.6360287349,13.7,29487.6360287349,13.7,29487.6360287349,13.7,29487.6360287349,13.7,29487.6360287349,13.7,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1,2395.9583473879,1.1
"Central Parkland",14,854,"Medium-Mesic Aspen",1,"#B1FF38",14,"14_Medium-Mesic Aspen",846.989625191345,0.4,846.989625191345,0.4,6379.09004537511,3,846.989625191345,0.4,846.989625191345,0.4,846.989625191345,0.4,846.989625191345,0.4,846.989625191345,0.4,846.989625191345,0.4,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8,27575.0503168782,12.8
"Central Parkland",15,1,"Medium-Mesic Aspen Mix",1,"#9EFF0C",15,"15_Medium-Mesic Aspen Mix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0,7.30621466040611,0
"Central Parkland",16,1,"Medium-Mesic Pine",1,"#0B7401",16,"16_Medium-Mesic Pine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",17,1,"Medium-Mesic Pine Mix",1,"#0B7401",17,"17_Medium-Mesic Pine Mix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0,3.09655299037695,0
"Central Parkland",18,1,"Medium-Mesic White Spruce",1,"#085401",18,"18_Medium-Mesic White Spruce",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0,21.8866290040314,0
"Central Parkland",19,1057,"Medium-Hygric Grassland",0,"#99FF89",19,"19_Medium-Hygric Grassland",1042.37713185343,0.5,1042.37713185343,0.5,1041.37713185343,0.5,1041.37713185343,0.5,1043.37713185343,0.5,1041.37713185343,0.5,1041.37713185343,0.5,1043.37713185343,0.5,1041.37713185343,0.5,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2,367.585836139333,0.2
"Central Parkland",20,7176,"Medium-Hygric Poplar Mix",0,"#14C800",20,"20_Medium-Hygric Poplar Mix",7120.86322210725,3.3,7120.86322210725,3.3,7122.86322210725,3.3,7120.86322210725,3.3,7120.86322210725,3.3,7120.86322210725,3.3,7120.86322210725,3.3,7120.86322210725,3.3,7120.86322210725,3.3,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6,7795.65451782134,3.6
"Central Parkland",21,8,"Medium-Hygric Spruce Mix",0,"#3CBC2F",21,"21_Medium-Hygric Spruce Mix",8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
"Central Parkland",22,15,"Medium-Hygric Black Spruce Mix",0,"#39AE2C",22,"22_Medium-Hygric Black Spruce Mix",14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0,14.2921153903008,0
"Central Parkland",25,1,"Medium-Hydric Shrub (Poor Fen)",0,"#9EB373",25,"25_Medium-Hydric Shrub (Poor Fen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",26,1,"Medium-Hydric Black Spruce Fen (Poor Fen)",0,"#75AC00",26,"26_Medium-Hydric Black Spruce Fen (Poor Fen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",27,1,"Rich-Mesic Grassland",1,"#AFFFA3",27,"27_Rich-Mesic Grassland",0.202032476663589,0,0,0,0,0,0,0,16.8045219480991,0,0,0,0,0,19.6024894714355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central Parkland",28,1,"Rich-Hygric Shrubland",0,"#99FF89",28,"28_Rich-Hygric Shrubland",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
