"NSRNAME","ecosite","nCell","Classification","Upland","Color","ClassordNum","DEPord","ecosite_Area_Stralberg_20112040_CanESM2","ecosite_Area_perc_Stralberg_20112040_CanESM2","ecosite_Area_Stralberg_20112040_CSIRO","ecosite_Area_perc_Stralberg_20112040_CSIRO","ecosite_Area_Stralberg_20112040_HadGEM2","ecosite_Area_perc_Stralberg_20112040_HadGEM2","ecosite_Area_Stralberg_20412070_CanESM2","ecosite_Area_perc_Stralberg_20412070_CanESM2","ecosite_Area_Stralberg_20412070_CSIRO","ecosite_Area_perc_Stralberg_20412070_CSIRO","ecosite_Area_Stralberg_20412070_HadGEM2","ecosite_Area_perc_Stralberg_20412070_HadGEM2","ecosite_Area_Stralberg_20712100_CanESM2","ecosite_Area_perc_Stralberg_20712100_CanESM2","ecosite_Area_Stralberg_20712100_CSIRO","ecosite_Area_perc_Stralberg_20712100_CSIRO","ecosite_Area_Stralberg_20712100_HadGEM2","ecosite_Area_perc_Stralberg_20712100_HadGEM2","ecosite_Area_ab_veg_fm_c_20112040","ecosite_Area_perc_ab_veg_fm_c_20112040","ecosite_Area_ab_veg_fm_c_20112040_CanESM2","ecosite_Area_perc_ab_veg_fm_c_20112040_CanESM2","ecosite_Area_ab_veg_fm_c_20112040_CSIRO","ecosite_Area_perc_ab_veg_fm_c_20112040_CSIRO","ecosite_Area_ab_veg_fm_c_20112040_HadGEM2","ecosite_Area_perc_ab_veg_fm_c_20112040_HadGEM2","ecosite_Area_ab_veg_fm_c_20412070","ecosite_Area_perc_ab_veg_fm_c_20412070","ecosite_Area_ab_veg_fm_c_20412070_CanESM2","ecosite_Area_perc_ab_veg_fm_c_20412070_CanESM2","ecosite_Area_ab_veg_fm_c_20412070_CSIRO","ecosite_Area_perc_ab_veg_fm_c_20412070_CSIRO","ecosite_Area_ab_veg_fm_c_20412070_HadGEM2","ecosite_Area_perc_ab_veg_fm_c_20412070_HadGEM2","ecosite_Area_ab_veg_fm_c_20712100","ecosite_Area_perc_ab_veg_fm_c_20712100","ecosite_Area_ab_veg_fm_c_20712100_CanESM2","ecosite_Area_perc_ab_veg_fm_c_20712100_CanESM2","ecosite_Area_ab_veg_fm_c_20712100_CSIRO","ecosite_Area_perc_ab_veg_fm_c_20712100_CSIRO","ecosite_Area_ab_veg_fm_c_20712100_HadGEM2","ecosite_Area_perc_ab_veg_fm_c_20712100_HadGEM2","ecosite_Area_ab_veg_fm_uc_20112040","ecosite_Area_perc_ab_veg_fm_uc_20112040","ecosite_Area_ab_veg_fm_uc_20112040_CanESM2","ecosite_Area_perc_ab_veg_fm_uc_20112040_CanESM2","ecosite_Area_ab_veg_fm_uc_20112040_CSIRO","ecosite_Area_perc_ab_veg_fm_uc_20112040_CSIRO","ecosite_Area_ab_veg_fm_uc_20112040_HadGEM2","ecosite_Area_perc_ab_veg_fm_uc_20112040_HadGEM2","ecosite_Area_ab_veg_fm_uc_20412070","ecosite_Area_perc_ab_veg_fm_uc_20412070","ecosite_Area_ab_veg_fm_uc_20412070_CanESM2","ecosite_Area_perc_ab_veg_fm_uc_20412070_CanESM2","ecosite_Area_ab_veg_fm_uc_20412070_CSIRO","ecosite_Area_perc_ab_veg_fm_uc_20412070_CSIRO","ecosite_Area_ab_veg_fm_uc_20412070_HadGEM2","ecosite_Area_perc_ab_veg_fm_uc_20412070_HadGEM2","ecosite_Area_ab_veg_fm_uc_20712100","ecosite_Area_perc_ab_veg_fm_uc_20712100","ecosite_Area_ab_veg_fm_uc_20712100_CanESM2","ecosite_Area_perc_ab_veg_fm_uc_20712100_CanESM2","ecosite_Area_ab_veg_fm_uc_20712100_CSIRO","ecosite_Area_perc_ab_veg_fm_uc_20712100_CSIRO","ecosite_Area_ab_veg_fm_uc_20712100_HadGEM2","ecosite_Area_perc_ab_veg_fm_uc_20712100_HadGEM2","ecosite_Area_baseline","ecosite_Area_perc_baseline"
"Lower Boreal Highlands",4,3314,"Poor-Mesic Pine",1,"#FFA627",4,"4_Poor-Mesic Pine",2943.68534110393,1.3,3450.87154070119,1.6,1895.39864742028,0.9,848.565784047358,0.4,769.717271859758,0.3,570.698085796088,0.3,382.059287231416,0.2,380.097868662328,0.2,381.059287231416,0.2,5065.30827259802,2.3,5169.81608197064,2.3,5370.78323840111,2.4,4728.22387770163,2.1,3032.37624220544,1.4,3001.24300706707,1.4,2569.15257213259,1.2,2952.39636163822,1.3,1186.41974334991,0.5,556.882347654551,0.3,1465.75963050047,0.7,1672.81376011496,0.8,4079.92609049327,1.8,4478.51842300734,2,4594.21655691259,2.1,2973.45525505993,1.3,1060.5305753788,0.5,1458.77140256669,0.7,1068.70370896225,0.5,608.174527745694,0.3,386.059287231416,0.2,389.059287231416,0.2,382.097868662328,0.2,415.049435418099,0.2,6225.55449822545,2.8
"Lower Boreal Highlands",5,20688,"Poor-Mesic Black Spruce",1,"#DBE628",5,"5_Poor-Mesic Black Spruce",19592.8089559593,8.8,19000.6601668285,8.6,20476.1741055194,9.2,13274.8248039784,6,18300.599746837,8.2,4387.82272634527,2,2196.44468505832,1,2086.97684629413,0.9,2200.44371505233,1,17476.677088148,7.9,17357.6874321761,7.8,17166.4298126244,7.7,17775.2388099938,8,18574.8863860966,8.4,17980.5650393797,8.1,19565.0978228094,8.8,13238.2968211444,6,8041.46413901083,3.6,5863.22382890574,2.6,10451.362699673,4.7,8111.64248969623,3.7,18463.6741681801,8.3,18058.9730018869,8.1,17884.3151506171,8,19459.4349479094,8.8,15265.0172821708,6.9,15294.6596963978,6.9,18664.4003774505,8.4,5273.35790429416,2.4,2332.05619699659,1,2211.44468505832,1,2462.17919085699,1.1,3097.17990032409,1.4,16306.6610919803,7.3
"Lower Boreal Highlands",6,2461,"Poor-Hygric Black Spruce",0,"#A6AE1F",6,"6_Poor-Hygric Black Spruce",2410.62762267527,1.1,2415.70187115308,1.1,2395.62762267527,1.1,2389.62762267527,1.1,2390.62762267527,1.1,2389.62762267527,1.1,2389.62762267527,1.1,2389.62762267527,1.1,2389.62762267527,1.1,2504.02632850048,1.1,2502.02632850048,1.1,2497.02632850048,1.1,2497.02632850048,1.1,2494.02632850048,1.1,2490.02632850048,1.1,2487.02632850048,1.1,2469.63965046045,1.1,2420.30923540529,1.1,2390.62762267527,1.1,2453.72572123643,1.1,2428.60984266934,1.1,2470.08911412593,1.1,2477.01486564812,1.1,2456.68409114715,1.1,2432.78850686189,1.1,2398.62762267527,1.1,2421.65743046638,1.1,2399.62762267527,1.1,2394.37202103075,1.1,2390.62762267527,1.1,2390.62762267527,1.1,2389.62762267527,1.1,2394.37202103075,1.1,2505.02632850048,1.1
"Lower Boreal Highlands",7,30843,"Poor-Hydric Black Spruce / Larch",0,"#666B14",7,"7_Poor-Hydric Black Spruce / Larch",29800.2591679213,13.4,29805.9585606573,13.4,29783.9585606573,13.4,29779.3890051958,13.4,29768.8605473158,13.4,29727.2417087895,13.4,29434.1875696597,13.2,28670.2101484931,12.9,29443.1875696597,13.3,29870.7722415172,13.4,29872.8143764578,13.4,29861.9185592152,13.4,29870.0605422698,13.4,29854.8943611739,13.4,29843.3641836999,13.4,29852.9006385773,13.4,29858.4021009265,13.4,29644.2860447529,13.3,29581.4350115178,13.3,29602.4731687016,13.3,29647.512893364,13.3,29839.8516785877,13.4,29819.4904909509,13.4,29835.2047182662,13.4,29835.5929951521,13.4,29785.1152793286,13.4,29795.1211660249,13.4,29778.8605473158,13.4,29749.4823037537,13.4,29444.7277064901,13.3,29434.1875696597,13.2,28740.1896051563,12.9,29463.8585917207,13.3,29872.9096076332,13.4
"Lower Boreal Highlands",8,703,"Poor-Hydric Shrub",0,"#593E1F",8,"8_Poor-Hydric Shrub",631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,646.331942575984,0.3,643.289807635359,0.3,649.331942575984,0.3,646.331942575984,0.3,639.166051465087,0.3,634.691585498862,0.3,633.558930235915,0.3,638.166051465087,0.3,634.558930235915,0.3,631.558930235915,0.3,633.558930235915,0.3,637.03339620214,0.3,636.03339620214,0.3,643.166051465087,0.3,634.03339620214,0.3,635.03339620214,0.3,632.558930235915,0.3,633.691585498862,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,631.558930235915,0.3,659.858309525065,0.3
"Lower Boreal Highlands",9,1,"Medium-Xeric Grassland",1,"#FFFD77",9,"9_Medium-Xeric Grassland",0,0,0,0,1,0,24,0,79.7647124528885,0,2949.29237751686,1.3,29,0,49.9206513464451,0,30,0,0,0,0,0,0,0,0,0,18.6790146827698,0,0,0,11.7959161996841,0,934.47573294118,0.4,57.2160877585411,0,25,0,33,0,321.132261514664,0.1,0,0,0,0,0,0,0,0,289.161243870854,0.1,19,0,59.639218211174,0,2770.92814538651,1.2,29,0,28,0,49.9206513464451,0,28,0,0,0
"Lower Boreal Highlands",10,5,"Medium-Xeric Aspen Mix",1,"#FFFB00",10,"10_Medium-Xeric Aspen Mix",5,0,6,0,17,0,5,0,8,0,0,0,0,0,0,0,0,0,5,0,6,0,5,0,8,0,9,0,8,0,11,0,5,0,4,0,4,0,5,0,5,0,9,0,7,0,5,0,17,0,7,0,6,0,9,0,1,0,0,0,1,0,0,0,1,0,5,0
"Lower Boreal Highlands",11,9,"Medium-Xeric Pine",1,"#7D0C0C",11,"11_Medium-Xeric Pine",9,0,11,0,10,0,8,0,9,0,9,0,8,0,8,0,8,0,32,0,29,0,30,0,29,0,27,0,27,0,25,0,27,0,14,0,9,0,16,0,21,0,16,0,24,0,17,0,11,0,8,0,11,0,10,0,9,0,8,0,8,0,8,0,8,0,33,0
"Lower Boreal Highlands",12,1,"Medium-Xeric Spruce",1,"#698222",12,"12_Medium-Xeric Spruce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lower Boreal Highlands",13,1305,"Medium-Mesic Grassland",1,"#D5FF95",13,"13_Medium-Mesic Grassland",1163.69687311373,0.5,0,0,16,0,105431.656679956,47.5,50350.5954092035,22.7,92244.5546918575,41.5,125353.562794936,56.4,125176.847000879,56.3,125340.562794936,56.4,0,0,2,0,0,0,0,0,5953.22306687631,2.7,20715.919180439,9.3,3426.56986676473,1.5,8636.31835469801,3.9,67166.1610721848,30.2,103207.583650786,46.5,36524.345956128,16.4,47799.7819706116,21.5,0,0,10,0,0,0,0,0,52246.7735148175,23.5,69356.7295626404,31.2,22449.9637914683,10.1,60042.5717460107,27,113359.825750093,51,121310.407081857,54.6,104161.07237885,46.9,90070.3902788655,40.5,0,0
"Lower Boreal Highlands",14,44748,"Medium-Mesic Aspen",1,"#B1FF38",14,"14_Medium-Mesic Aspen",42689.0089511764,19.2,59309.9138660257,26.7,99561.3493288093,44.8,17693.8263566962,8,66270.5991964487,29.8,31187.1112652119,14,536.447261884426,0.2,1198.42958899057,0.5,536.447261884426,0.2,13158.6152048363,5.9,11422.8722219542,5.1,15445.5827778322,7,24355.4917886101,11,34814.6083616909,15.7,23177.6168464718,10.4,46511.2582965434,20.9,38248.2381643944,17.2,29975.0576358968,13.5,18373.3264902181,8.3,45560.2121139255,20.5,31682.7786428218,14.3,40433.4194616217,18.2,22573.8013129552,10.2,37751.7805077545,17,67045.2892964887,30.2,58692.3841579483,26.4,23217.0605611936,10.4,84485.0244258813,38,59653.5809599987,26.8,11781.2020069828,5.3,3946.95558797008,1.8,21662.3648963139,9.7,31858.4126044151,14.3,6022.98133241135,2.7
"Lower Boreal Highlands",15,13095,"Medium-Mesic Aspen Mix",1,"#9EFF0C",15,"15_Medium-Mesic Aspen Mix",12455.1485937544,5.6,14053.5401332195,6.3,12883.5649970588,5.8,572.518878226285,0.3,751.629991550843,0.3,175.134782645851,0.1,175.134782645851,0.1,176.745086465031,0.1,175.134782645851,0.1,22883.2020591645,10.3,22433.5740148228,10.1,23320.4540495916,10.5,23474.1441825374,10.6,20073.0501072563,9,17542.6147122917,7.9,18183.8103088504,8.2,20157.2463638713,9.1,8479.15786105172,3.8,2072.39875728193,0.9,11340.1233610968,5.1,13789.5050672061,6.2,18580.9685768976,8.4,19172.6190123713,8.6,20505.5773406676,9.2,19646.8690917931,8.8,4893.58123893983,2.2,10255.3409127302,4.6,5369.26928645172,2.4,2371.90977935569,1.1,572.203427583445,0.3,535.698957488406,0.2,394.903151453007,0.2,2403.4044647094,1.1,23196.4604267676,10.4
"Lower Boreal Highlands",16,6,"Medium-Mesic Pine",1,"#0B7401",16,"16_Medium-Mesic Pine",6,0,10.4299664497375,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,413.491298571229,0.2,420.119644343853,0.2,395.573149099946,0.2,327.66343993973,0.1,326.570571258664,0.1,373.944912388921,0.2,247.998356997967,0.1,237.572362199426,0.1,108.429147183895,0,6.20642822980881,0,177.023498058319,0.1,171.48991215229,0.1,295.335201457143,0.1,308.669376328588,0.1,253.570339396596,0.1,152.140043571591,0.1,5,0,90.5416249632835,0,7,0,3,0,3,0,3,0,3,0,4,0,452.133197600953,0.2
"Lower Boreal Highlands",17,35584,"Medium-Mesic Pine Mix",1,"#0B7401",17,"17_Medium-Mesic Pine Mix",34369.8357092008,15.5,11277.7631857217,5.1,195.144296407321,0.1,453.404594975611,0.2,3391.21094067909,1.5,65.7169536311121,0,65.7169536311121,0,65.7169536311121,0,65.7169536311121,0,3230.20597403111,1.5,6818.09796234789,3.1,3029.56772694409,1.4,2304.74538024316,1,2961.95966678525,1.3,5334.32984958544,2.4,4062.32866304774,1.8,2008.29660121478,0.9,1129.6908215123,0.5,541.781064453971,0.2,2240.20806366879,1,1311.7103174817,0.6,7203.96765677909,3.2,19446.6556704856,8.8,6483.44636572655,2.9,1194.19342071694,0.5,1565.50117374135,0.7,2157.43606451541,1,3983.43797789035,1.8,318.342178882129,0.1,254.738812256575,0.1,204.770939994574,0.1,235.638306904555,0.1,321.381656930811,0.1,2373.20133227376,1.1
"Lower Boreal Highlands",18,12632,"Medium-Mesic White Spruce",1,"#085401",18,"18_Medium-Mesic White Spruce",11960.7229424812,5.4,13998.2252888851,6.3,43.03393869102,0,958.665236875592,0.4,3515.16977494731,1.6,41.03393869102,0,44.9473015516996,0,56.0473428219557,0,44.9473015516996,0,8693.22798802974,3.9,10469.6651332715,4.7,10771.1373726464,4.8,4767.87086902948,2.1,3912.04799283767,1.8,4490.74855851698,2,4708.4067514013,2.1,3247.11482915299,1.5,1220.94662813546,0.5,633.791287751842,0.3,2169.10617077647,1,1656.66456741316,0.7,6248.21641574395,2.8,9573.59899829837,4.3,11873.8641429177,5.3,947.981516672298,0.4,1288.5342603077,0.6,1639.21659237301,0.7,3839.33832858203,1.7,70.1402388215065,0,66.9473015516996,0,65.9473015516996,0,107.369742974639,0,71.9473015516996,0,7008.40507486325,3.2
"Lower Boreal Highlands",19,1,"Medium-Hygric Grassland",0,"#99FF89",19,"19_Medium-Hygric Grassland",0,0,0,0,0,0,818.690068204422,0.4,362.566662513651,0.2,1261.86788089829,0.6,1498.41940033548,0.7,2021.03002159616,0.9,1498.29515815638,0.7,0,0,0,0,0,0,0,0,40.6622189134359,0,83.2661893218756,0,26.4290207624435,0,390.354589653201,0.2,848.276049759472,0.4,1168.54474607203,0.5,719.617048065411,0.3,1013.30639670626,0.5,0,0,0,0,0,0,0,0,455.510879646055,0.2,552.973758541048,0.2,289.692578926682,0.1,1109.5401582208,0.5,1451.28783521168,0.7,1491.41940033548,0.7,1918.37054525215,0.9,1348.92663445436,0.6,0,0
"Lower Boreal Highlands",20,6497,"Medium-Hygric Poplar Mix",0,"#14C800",20,"20_Medium-Hygric Poplar Mix",6065.75502454274,2.7,6452.38519425684,2.9,6845.49023334239,3.1,6818.63860317063,3.1,6709.60454551169,3,7700.32067006488,3.5,5426.26688788329,2.4,5623.01510394607,2.5,5425.26688788329,2.4,6037.37563968449,2.7,5943.27506730565,2.7,6094.63108523935,2.7,6131.02615661919,2.8,6526.83451436692,2.9,6680.70150608243,3,6448.56631431914,2.9,7350.90489222109,3.3,5913.24776456574,2.7,6015.69173726666,2.7,6139.36302607017,2.8,5844.0123347498,2.6,6275.68565467023,2.8,5993.59627583203,2.7,6308.59753309417,2.8,6565.74083142005,3,6733.28711781528,3,6801.14856323832,3.1,6602.48800177166,3,7832.53798148379,3.5,5457.15142185484,2.5,5428.26688788329,2.4,5688.61184377885,2.6,5568.92494868526,2.5,5882.06508745066,2.6
"Lower Boreal Highlands",21,4391,"Medium-Hygric Spruce Mix",0,"#3CBC2F",21,"21_Medium-Hygric Spruce Mix",4217.16387497147,1.9,3910.38521858679,1.8,3675.83751564335,1.7,3733.04225578225,1.7,3877.07124233296,1.7,3654.80338709664,1.6,3658.80287342381,1.6,3666.80287342381,1.7,3658.80287342381,1.6,4019.07860949428,1.8,4109.22202601821,1.8,3990.74644101948,1.8,3965.68222538547,1.8,3900.44074408502,1.8,3924.03058154673,1.8,3946.32886593302,1.8,3853.37274233882,1.7,3727.70366697271,1.7,3700.57878247511,1.7,3836.66806090136,1.7,3739.70203313489,1.7,3915.84843787692,1.8,4203.08320584406,1.9,3947.23566537492,1.8,3778.24210140996,1.7,3746.91484752014,1.7,3788.56701529767,1.7,3949.27198040535,1.8,3656.97496429693,1.6,3661.69087462734,1.6,3660.80287342381,1.6,3685.69087462734,1.7,3661.9744506241,1.6,4040.31990101912,1.8
"Lower Boreal Highlands",22,1427,"Medium-Hygric Black Spruce Mix",0,"#39AE2C",22,"22_Medium-Hygric Black Spruce Mix",1313.35945131854,0.6,1320.21877379008,0.6,1311.35945131854,0.6,1311.35945131854,0.6,1311.35945131854,0.6,1311.35945131854,0.6,1311.35945131854,0.6,1311.35945131854,0.6,1311.35945131854,0.6,1434.52704484612,0.6,1453.39125089199,0.7,1424.23063634187,0.6,1441.55932819322,0.6,1373.84671550468,0.6,1373.40067609624,0.6,1351.07254111246,0.6,1384.42779312879,0.6,1325.67247193531,0.6,1312.35945131854,0.6,1329.67247193531,0.6,1346.78799324707,0.6,1342.78431002275,0.6,1348.85356506184,0.6,1342.21877379008,0.6,1339.73275970892,0.6,1313.35945131854,0.6,1321.35945131854,0.6,1317.35945131854,0.6,1311.35945131854,0.6,1312.35945131854,0.6,1312.35945131854,0.6,1311.35945131854,0.6,1312.35945131854,0.6,1544.52704484612,0.7
"Lower Boreal Highlands",25,398,"Medium-Hydric Shrub (Poor Fen)",0,"#9EB373",25,"25_Medium-Hydric Shrub (Poor Fen)",397.559604108334,0.2,400.374737083912,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,419.559604108334,0.2,417.559604108334,0.2,422.374737083912,0.2,419.273080766201,0.2,413.559604108334,0.2,412.559604108334,0.2,410.559604108334,0.2,411.559604108334,0.2,400.559604108334,0.2,396.559604108334,0.2,403.559604108334,0.2,404.559604108334,0.2,410.559604108334,0.2,414.559604108334,0.2,412.374737083912,0.2,404.559604108334,0.2,399.559604108334,0.2,403.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,396.559604108334,0.2,397.559604108334,0.2,423.287657499313,0.2
"Lower Boreal Highlands",26,12202,"Medium-Hydric Black Spruce Fen (Poor Fen)",0,"#75AC00",26,"26_Medium-Hydric Black Spruce Fen (Poor Fen)",11837.3771896681,5.3,11845.1098882069,5.3,11811.4560644349,5.3,11715.5798762163,5.3,11786.6045691689,5.3,11600.8405672332,5.2,11447.8015769573,5.2,11451.8015769573,5.2,11447.9258191364,5.2,11816.4216303548,5.3,11814.4216303548,5.3,11812.476128394,5.3,11813.7081536969,5.3,11800.396930786,5.3,11795.396930786,5.3,11804.4236088877,5.3,11753.0270811042,5.3,11665.6307497059,5.3,11624.7967771759,5.2,11686.1146274839,5.3,11617.1163789501,5.2,11820.4560644349,5.3,11818.4216303548,5.3,11826.7831838612,5.3,11815.4560644349,5.3,11760.396930786,5.3,11743.5798696002,5.3,11801.4216303548,5.3,11621.8405672332,5.2,11454.8015769573,5.2,11447.8015769573,5.2,11459.8015769573,5.2,11466.9258191364,5.2,11814.6935769638,5.3
"Lower Boreal Highlands",27,1,"Rich-Mesic Grassland",1,"#AFFFA3",27,"27_Rich-Mesic Grassland",0,0,0,0,0,0,0,0,1.47609055042267,0,0,0,25.7989482041157,0,1052.87597626491,0.5,25.7989482041157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3613059520721,0,1.79861861467361,0,97.6100205779076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47609055042267,0,0,0,67.4666482470639,0,21.7989482041157,0,1052.87597626491,0.5,14,0,0,0
"Lower Boreal Highlands",28,1,"Rich-Hygric Shrubland",0,"#99FF89",28,"28_Rich-Hygric Shrubland",0,0,0,0,0,0,20.5337003469467,0,29.0654296278954,0,6,0,38.8707546144724,0,76.5374690964818,0,38.8707546144724,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25834745168686,0,0,0,7,0,21.5337003469467,0,9.64180260896683,0,8,0,0,0,0,0,0,0,0,0,9,0,13.5337003469467,0,9.13183015584946,0,5,0,35.1262131482363,0,38.8707546144724,0,73.2573488429189,0,30.5906343609095,0,0,0
"Lower Boreal Highlands",29,2546,"Rich-Hygric Poplar",0,"#00C89E",29,"29_Rich-Hygric Poplar",2341.4926539788,1.1,2334.23705233428,1.1,2318.03741857856,1,2293.57227559182,1,2280.04054631087,1,2287.81414533201,1,2209.32956679068,1,2060.07322890214,0.9,2208.33176381788,1,2281.28548554033,1,2281.28548554033,1,2283.28548554033,1,2274.99718478769,1,2287.44066823814,1,2296.44066823814,1,2285.44066823814,1,2291.44066823814,1,2297.84762848708,1,2290.77365697715,1,2283.84762848708,1,2295.84762848708,1,2305.84762848708,1,2301.84762848708,1,2313.82734627816,1,2302.03741857856,1,2305.10597593877,1,2296.57227559182,1,2301.97414578292,1,2296.09426558557,1,2220.62117502182,1,2216.32956679068,1,2072.35115212849,0.9,2248.91865014743,1,2272.6117893204,1
"Lower Boreal Highlands",30,1,"Rich-Hygric Lodgepole Pine",0,"#00B991",30,"30_Rich-Hygric Lodgepole Pine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lower Boreal Highlands",31,54,"Rich-Hygric Spruce",0,"#0E995F",31,"31_Rich-Hygric Spruce",49.1823437792773,0,49.1823437792773,0,50.0957184416766,0,49.1823437792773,0,49.1823437792773,0,49.1823437792773,0,49.1823437792773,0,49.1823437792773,0,49.1823437792773,0,77.4406912309641,0,77.4406912309641,0,77.4406912309641,0,77.4406912309641,0,76.4406912309641,0,69.4406912309641,0,74.1823437792773,0,73.4406912309641,0,56.4406912309641,0,49.1823437792773,0,68.1823437792773,0,58.4406912309641,0,63.4406912309641,0,62.4406912309641,0,62.4406912309641,0,65.0957184416766,0,49.1823437792773,0,53.1823437792773,0,51.1823437792773,0,50.1823437792773,0,49.1823437792773,0,49.1823437792773,0,49.1823437792773,0,50.1823437792773,0,77.4406912309641,0
"Lower Boreal Highlands",32,10,"Rich-Hydric Grass Fen",0,"#9FFFD7",32,"32_Rich-Hydric Grass Fen",9.47772681713104,0,9.47772681713104,0,9.47772681713104,0,112.382615476847,0.1,38.1835169196129,0,150.583314992487,0.1,340.536861688364,0.2,506.19709367305,0.2,341.536861688364,0.2,9.47772681713104,0,9.47772681713104,0,9.47772681713104,0,9.47772681713104,0,10.477726817131,0,21.1818999648094,0,11.477726817131,0,30.0310137867928,0,116.528766423464,0.1,164.355049043894,0.1,89.1990779042244,0,109.656801760197,0,9.47772681713104,0,9.47772681713104,0,9.47772681713104,0,9.47772681713104,0,64.0111963152885,0,69.0111963152885,0,27.477726817131,0,117.303194738925,0.1,329.55118897045,0.1,333.555958718527,0.2,479.216190703213,0.2,289.160672778729,0.1,9.47772681713104,0
"Lower Boreal Highlands",33,2386,"Rich-Hydric Shrub Fen",0,"#2DFFA7",33,"33_Rich-Hydric Shrub Fen",2342.60682377612,1.1,2431.19875809943,1.1,2501.76359215772,1.1,2401.62273279225,1.1,2496.20186335986,1.1,2382.05237681067,1.1,2350.68301768994,1.1,2387.84436017062,1.1,2351.68301768994,1.1,2419.23134262508,1.1,2413.23134262508,1.1,2423.23134262508,1.1,2430.9697525019,1.1,2442.67126603072,1.1,2414.63868150508,1.1,2463.5005623812,1.1,2444.283662867,1.1,2413.82622278875,1.1,2385.63868150508,1.1,2451.67772345638,1.1,2404.9115071485,1.1,2421.19588593041,1.1,2379.25043965524,1.1,2429.19875809943,1.1,2464.76359215772,1.1,2443.61986062324,1.1,2406.62273279225,1.1,2492.20186335986,1.1,2416.05237681067,1.1,2357.66392065978,1.1,2351.66392065978,1.1,2403.82526314046,1.1,2386.16215886569,1.1,2420.23134262508,1.1
"Lower Boreal Highlands",34,5672,"Rich-Hydric Black Spruce",0,"#0C5437",34,"34_Rich-Hydric Black Spruce",5549.77911841824,2.5,5421.11690016651,2.4,5359.62235003665,2.4,5326.8012606199,2.4,5311.34625025794,2.4,5255.81583687618,2.4,5222.55329752668,2.4,5196.54508361036,2.3,5223.55329752668,2.4,5372.89082306439,2.4,5381.89082306439,2.4,5373.30798125082,2.4,5363.15241318756,2.4,5361.04683403486,2.4,5391.92912759447,2.4,5355.69671135211,2.4,5324.93287522906,2.4,5309.72477409804,2.4,5299.8608539994,2.4,5306.38075014764,2.4,5295.52512935364,2.4,5417.82337810659,2.4,5463.00022892469,2.5,5411.12994118595,2.4,5368.54198588991,2.4,5324.74108129695,2.4,5363.30735001668,2.4,5321.34625025794,2.4,5260.66441868061,2.4,5225.55131899381,2.4,5225.55329752668,2.4,5200.54508361036,2.3,5228.92273815536,2.4,5376.8726381641,2.4
"Lower Boreal Highlands",37,1,"Very Rich-Hydric Marsh",0,"#AEEDFF",37,"37_Very Rich-Hydric Marsh",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lower Boreal Highlands",39,3060,"Lake",0,"#3649F9",39,"39_Lake",3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4,3024.26238880088,1.4
